"studyID","pubyear","country","continent","continent2","marine","exprnc","species","family","order","class","class1","structure","structure2","process","agemin","agemax","agemaxcat","agerange","agerangecat","type","R","Rcat3","Rcat4","n","ncat","APE","APE0","logAPE","ACV","ACV0","logACV","ACVmod","ACVmod0","logACVmod","ACVused","ACVmodused","bothACVnAPEused","PA0","PA1","PAother","ASD","AAD","APE2","ACV2","AD","checkbias","biasmethod","biaspresent","checkrelage","typerelage"
"visnjic-jeftic_reproducibility_2009",2009,"Serbia","Europe","Eur/Asia","no","yes","Pontic Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",NA,NA,NA,NA,NA,"within",2,"2","2",30,"1-50",8.1,8.2,2.10413415427021,11.4,11.5,2.4423470353692,11.4,11.5,2.4423470353692,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"visnjic-jeftic_reproducibility_2009",2009,"Serbia","Europe","Eur/Asia","no","yes","Pontic Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","scales",NA,"mounted",NA,NA,NA,NA,NA,"within",2,"2","2",28,"1-50",8.3,8.4,2.12823170584927,11.8,11.9,2.47653840011748,11.8,11.9,2.47653840011748,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"visnjic-jeftic_reproducibility_2009",2009,"Serbia","Europe","Eur/Asia","no","yes","Pontic Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",NA,NA,NA,NA,NA,"within",2,"2","2",30,"1-50",7.9,8,2.07944154167984,11.2,11.3,2.42480272571829,11.2,11.3,2.42480272571829,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"visnjic-jeftic_reproducibility_2009",2009,"Serbia","Europe","Eur/Asia","no","yes","Pontic Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","scales",NA,"mounted",NA,NA,NA,NA,NA,"within",2,"2","2",28,"1-50",6.5,6.6,1.88706964903238,9.1,9.2,2.21920348405499,9.1,9.2,2.21920348405499,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"visnjic-jeftic_reproducibility_2009",2009,"Serbia","Europe","Eur/Asia","no","yes","Pontic Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",NA,NA,NA,NA,NA,"within",2,"2","2",30,"1-50",6.3,6.4,1.85629799036563,8.9,9,2.19722457733622,8.9,9,2.19722457733622,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"visnjic-jeftic_reproducibility_2009",2009,"Serbia","Europe","Eur/Asia","no","yes","Pontic Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","scales",NA,"mounted",NA,NA,NA,NA,NA,"within",2,"2","2",28,"1-50",9.7,9.8,2.28238238567653,13.7,13.8,2.62466859216316,13.7,13.8,2.62466859216316,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"visnjic-jeftic_reproducibility_2009",2009,"Serbia","Europe","Eur/Asia","no","yes","Pontic Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",NA,NA,NA,NA,NA,"within",2,"2","2",30,"1-50",9.5,9.6,2.26176309847379,13.5,13.6,2.61006979274201,13.5,13.6,2.61006979274201,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"visnjic-jeftic_reproducibility_2009",2009,"Serbia","Europe","Eur/Asia","no","yes","Pontic Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","scales",NA,"mounted",NA,NA,NA,NA,NA,"within",2,"2","2",28,"1-50",8.1,8.2,2.10413415427021,11.5,11.6,2.45100509811232,11.5,11.6,2.45100509811232,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"visnjic-jeftic_reproducibility_2009",2009,"Serbia","Europe","Eur/Asia","no","yes","Pontic Shad","Clupeidae","Clupeiformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",NA,NA,NA,NA,NA,"within",2,"2","2",30,"1-50",6.8,6.9,1.93152141160321,9.7,9.8,2.28238238567653,9.7,9.8,2.28238238567653,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",1,5,"0",4,"0-10","within",2,"2","2",172,"51-199",NA,NA,NA,8.78,8.88,2.18380155700408,8.78,8.88,2.18380155700408,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",1,5,"0",4,"0-10","within",2,"2","2",172,"51-199",NA,NA,NA,4.64,4.74,1.55603713570698,4.64,4.74,1.55603713570698,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",1,5,"0",4,"0-10","within",2,"2","2",172,"51-199",NA,NA,NA,6.43,6.53,1.87640694328834,6.43,6.53,1.87640694328834,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",1,5,"0",4,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,10.26,10.36,2.33795223683134,10.26,10.36,2.33795223683134,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","no","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",1,5,"0",4,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,12.17,12.27,2.50715725872282,12.17,12.27,2.50715725872282,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",1,5,"0",4,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,13.14,13.24,2.58324255050886,13.14,13.24,2.58324255050886,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",2,5,"0",3,"0-10","within",2,"2","2",172,"51-199",NA,NA,NA,20.71,20.81,3.03543364040554,20.71,20.81,3.03543364040554,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole (cleared)",2,5,"0",3,"0-10","within",2,"2","2",172,"51-199",NA,NA,NA,8.55,8.65,2.15755932094379,8.55,8.65,2.15755932094379,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,5,"0",4,"0-10","within",2,"2","2",172,"51-199",NA,NA,NA,13.66,13.76,2.6217658325052,13.66,13.76,2.6217658325052,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole (cleared)",1,5,"0",4,"0-10","within",2,"2","2",172,"51-199",NA,NA,NA,8.66,8.76,2.1701959049483,8.66,8.76,2.1701959049483,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,5,"0",4,"0-10","within",2,"2","2",172,"51-199",NA,NA,NA,15.72,15.82,2.76127496233951,15.72,15.82,2.76127496233951,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole (cleared)",1,5,"0",4,"0-10","within",2,"2","2",172,"51-199",NA,NA,NA,11.76,11.86,2.47317139356958,11.76,11.86,2.47317139356958,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,5,"0",4,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,23.3,23.4,3.15273602236366,23.3,23.4,3.15273602236366,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole (cleared)",2,5,"0",3,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,14.69,14.79,2.69395127672271,14.69,14.79,2.69395127672271,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",1,5,"0",4,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,20.25,20.35,3.0130809118886,20.25,20.35,3.0130809118886,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole (cleared)",2,5,"0",3,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,19.25,19.35,2.96269241947579,19.25,19.35,2.96269241947579,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole",2,5,"0",3,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,23.27,23.37,3.15145314855077,23.27,23.37,3.15145314855077,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"walsh_comparison_2008",2008,"USA","USA/Can","USA/Can","no","yes","Rainbow Smelt","Osmeridae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","whole (cleared)",2,5,"0",3,"0-10","between",2,"2","2",172,"51-199",NA,NA,NA,17.89,17.99,2.88981604796244,17.89,17.99,2.88981604796244,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot and regression","yes","no",NA
"wang_age_2013",2013,"China","Asia","Eur/Asia","no","no","Sharpbelly","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","lapillae","whole",1,7,"0",6,"0-10","between",2,"2","2",776,"400+",NA,NA,NA,3.55,3.65,1.2947271675944,3.55,3.65,1.2947271675944,"yes","yes","no",88.01,100,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","no","yes","other"
"watkins_precision_2015",2015,"USA","USA/Can","USA/Can","no","yes","Mountain Whitefish","Salmonidae","Salmoniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",1,12,"10",11,"10-20","between",2,"2","2",167,"51-199",NA,NA,NA,11.03,11.13,2.40964416528745,11.03,11.13,2.40964416528745,"yes","yes","no",58,91,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"watkins_precision_2015",2015,"USA","USA/Can","USA/Can","no","yes","Mountain Whitefish","Salmonidae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,11,"10",10,"10-20","between",2,"2","2",162,"51-199",NA,NA,NA,12.32,12.42,2.51930807650533,12.32,12.42,2.51930807650533,"yes","yes","no",55,88,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"watkins_precision_2015",2015,"USA","USA/Can","USA/Can","no","yes","Mountain Whitefish","Salmonidae","Salmoniformes","Actinopteri","Actinopteri","scales",NA,"pressed",1,11,"10",10,"10-20","between",2,"2","2",163,"51-199",NA,NA,NA,5.95,6.05,1.80005827204275,5.95,6.05,1.80005827204275,"yes","yes","no",70,96,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"weber_comparison_2011",2011,"USA","USA/Can","USA/Can","no","no","Common Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",2,24,"20",22,"20-30","between",2,"2","2",230,"200-399",NA,NA,NA,9.9,10,2.30258509299405,9.9,10,2.30258509299405,"yes","yes","no",43.5,77,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"weber_comparison_2011",2011,"USA","USA/Can","USA/Can","no","no","Common Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","spines","dorsal","sectioned",2,27,"20",25,"20-30","between",2,"2","2",309,"200-399",NA,NA,NA,6.6,6.7,1.90210752639692,6.6,6.7,1.90210752639692,"yes","yes","no",57.9,87.4,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"welch_precision_1993",1993,"USA","USA/Can","USA/Can","no","yes","Striped Bass","Moronidae","Perciformes","Actinopteri","Actinopteri","otoliths","sagittae","ground",NA,NA,NA,NA,NA,"between",3,"3+","3",50,"51-199",NA,NA,NA,14.4,14.5,2.67414864942653,14.4,14.5,2.67414864942653,"yes","yes","no",65,91,"no",0.427,NA,NA,NA,NA,"no",NA,NA,"no",NA
"welch_precision_1993",1993,"USA","USA/Can","USA/Can","no","yes","Striped Bass","Moronidae","Perciformes","Actinopteri","Actinopteri","scales",NA,"mounted",NA,NA,NA,NA,NA,"between",3,"3+","3",50,"51-199",NA,NA,NA,18.9,19,2.94443897916644,18.9,19,2.94443897916644,"yes","yes","no",48,81,"no",0.65,NA,NA,NA,NA,"no",NA,NA,"no",NA
"welch_precision_1993",1993,"USA","USA/Can","USA/Can","no","yes","Striped Bass","Moronidae","Perciformes","Actinopteri","Actinopteri","spines","anal","sectioned",NA,NA,NA,NA,NA,"between",3,"3+","3",50,"51-199",NA,NA,NA,28.8,28.9,3.36384159511839,28.8,28.9,3.36384159511839,"yes","yes","no",35,82,"no",0.774,NA,NA,NA,NA,"no",NA,NA,"no",NA
"welch_precision_1993",1993,"USA","USA/Can","USA/Can","no","yes","Striped Bass","Moronidae","Perciformes","Actinopteri","Actinopteri","finrays","anal","sectioned",NA,NA,NA,NA,NA,"between",3,"3+","3",50,"51-199",NA,NA,NA,26.9,27,3.29583686600433,26.9,27,3.29583686600433,"yes","yes","no",38,74,"no",0.804,NA,NA,NA,NA,"no",NA,NA,"no",NA
"wells_age_2013",2013,"USA","USA/Can","USA/Can","yes","no","Albacore","Scombridae","Scombriformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,6,"0",5,"0-10","between",2,"2","2",175,"51-199",4.75,4.85,1.57897870494939,6.72,6.82,1.91985947185537,6.72,6.82,1.91985947185537,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"wells_age_2013",2013,"USA","USA/Can","USA/Can","yes","no","Albacore","Scombridae","Scombriformes","Actinopteri","Actinopteri","spines","dorsal","sectioned",1,6,"0",5,"0-10","between",2,"2","2",265,"200-399",3.41,3.51,1.25561603747777,4.83,4.93,1.5953389880546,4.83,4.93,1.5953389880546,"yes","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"whiteman_age_2004",2004,"USA","USA/Can","USA/Can","no","yes","Shovelnose Sturgeon","Acipenseridae","Acipenseriformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",NA,21,"20",NA,NA,"between",2,"2","2",70,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",18,46,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"williamson_comparison_2010",2010,"USA","USA/Can","USA/Can","no","yes","Sauger","Percidae","Perciformes","Actinopteri","Actinopteri","spines","dorsal","ground",0,15,"10",15,"10-20","between",2,"2","2",851,"400+",NA,NA,NA,7.3,7.4,2.00148000021012,7.3,7.4,2.00148000021012,"yes","yes","no",73.1,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"williamson_comparison_2010",2010,"USA","USA/Can","USA/Can","no","yes","Sauger","Percidae","Perciformes","Actinopteri","Actinopteri","spines","dorsal","sectioned",0,12,"10",12,"10-20","between",2,"2","2",851,"400+",NA,NA,NA,7.6,7.7,2.04122032885964,7.6,7.7,2.04122032885964,"yes","yes","no",70.9,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"wintner_age_2002",2002,"South Africa","Africa","other","yes","no","Bull Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,32,"30",32,"30-40","within",3,"3+","3",115,"51-199",5.1,5.2,1.64865862558738,7,7.1,1.96009478404727,7,7.1,1.96009478404727,"yes","yes","yes",11.3,35.6,"yes",NA,NA,NA,NA,4,"yes","agebiasplot and t-tests","yes","no",NA
"wintner_age_2002",2002,"South Africa","Africa","other","yes","no","Bull Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,32,"30",32,"30-40","within",3,"3+","3",115,"51-199",7.7,7.8,2.05412373369555,10,10.1,2.31253542384721,10,10.1,2.31253542384721,"yes","yes","yes",4.4,23.5,"yes",NA,NA,NA,NA,5.8,"yes","agebiasplot and t-tests","yes","no",NA
"wintner_age_2002",2002,"South Africa","Africa","other","yes","no","Bull Shark","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,32,"30",32,"30-40","between",2,"2","2",109,"51-199",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",22,39.4,"yes",NA,NA,NA,NA,NA,"yes","agebiasplot and t-tests","yes","no",NA
"wintner_preliminary_2000",2000,"South Africa","Africa","other","yes","no","Whale Shark","Rhincodontidae","Orectolobiformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"whole (xrayed)",18,31,"30",13,"10-20","within",3,"3+","3",14,"1-50",4.19,4.29,1.45628673293993,NA,NA,NA,NA,NA,NA,"no","no","no",NA,NA,"yes",NA,NA,NA,NA,3.31,"yes","t-tests","yes","no",NA
"yamaguchi_age_1996",1996,"Japan","Asia","Eur/Asia","yes","no","Starspotted Dogfish","Triakidae","Carcharhiniformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned (then xrayed)",0,10,"10",10,"10-20","between",2,"2","2",406,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",83,91,"yes",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"yates_evaluation_2016",2016,"USA","USA/Can","USA/Can","no","yes","Common Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",1,17,"10",16,"10-20","between",2,"2","2",207,"200-399",NA,NA,NA,4.9,5,1.6094379124341,4.9,5,1.6094379124341,"yes","yes","no",51.7,88.4,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"yates_evaluation_2016",2016,"USA","USA/Can","USA/Can","no","yes","Common Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","asterisci","sectioned",1,19,"10",18,"10-20","between",2,"2","2",207,"200-399",NA,NA,NA,17.6,17.7,2.87356463957978,17.6,17.7,2.87356463957978,"yes","yes","no",18.4,54.1,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"yates_evaluation_2016",2016,"USA","USA/Can","USA/Can","no","yes","Common Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","scales",NA,"pressed",0,17,"10",17,"10-20","between",2,"2","2",207,"200-399",NA,NA,NA,15.4,15.5,2.7408400239252,15.4,15.5,2.7408400239252,"yes","yes","no",29.7,66.6,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","yes","no",NA
"yates_evaluation_2016",2016,"USA","USA/Can","USA/Can","no","yes","Common Carp","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","spines","dorsal","sectioned",1,18,"10",17,"10-20","between",2,"2","2",207,"200-399",NA,NA,NA,3,3.1,1.1314021114911,3,3.1,1.1314021114911,"yes","yes","no",65.2,93.7,"no",NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"yigin_age_2016",2016,"Turkey","Europe","Eur/Asia","yes","no","Spiny Dogfish","Squalidae","Squaliformes","Elasmobranchii","Elasmobranchii","spines","dorsal","whole",1,7,"0",6,"0-10","between",2,"2","2",345,"200-399",NA,NA,NA,11.1,11.2,2.41591377830105,11.1,11.2,2.41591377830105,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"yes","agebiasplot","no","no",NA
"zhang_age_2016",2016,"China","Asia","Eur/Asia","no","yes","Common Bream","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","lapillae","whole",3,15,"10",12,"10-20","between",2,"2","2",635,"400+",2.6,2.7,0.993251773010283,NA,NA,NA,3.67695526217005,3.77695526217005,1.32891819885478,"no","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"zhiming_comparison_2018",2018,"China","Asia","Eur/Asia","no","no","Common Bream","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","scales",NA,"mounted",2,14,"10",12,"10-20","between",2,"2","2",457,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",86.87,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"yes","other"
"zhiming_comparison_2018",2018,"China","Asia","Eur/Asia","no","no","Common Bream","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","otoliths","lapillae","ground",2,15,"10",13,"10-20","between",2,"2","2",454,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",91.63,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"yes","other"
"zhiming_comparison_2018",2018,"China","Asia","Eur/Asia","no","no","Common Bream","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","vertebrae",NA,"whole",2,14,"10",12,"10-20","between",2,"2","2",456,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",86.84,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"yes","other"
"zhiming_comparison_2018",2018,"China","Asia","Eur/Asia","no","no","Common Bream","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","other",NA,"whole",2,14,"10",12,"10-20","between",2,"2","2",458,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",88.65,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"yes","other"
"zhiming_comparison_2018",2018,"China","Asia","Eur/Asia","no","no","Common Bream","Cyprinidae","Cypriniformes","Actinopteri","Actinopteri","other",NA,"whole",2,13,"10",11,"10-20","between",2,"2","2",457,"400+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",84.68,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"yes","other"
"zhu_comparison_2015",2015,"Canada","USA/Can","USA/Can","no","yes","Lake Whitefish","Salmonidae","Salmoniformes","Actinopteri","Actinopteri","finrays","pectoral","sectioned",1,27,"20",26,"20-30","within",3,"3+","3",292,"200-399",NA,NA,NA,8.1,8.2,2.10413415427021,8.1,8.2,2.10413415427021,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"yes","Other"
"zhu_comparison_2015",2015,"Canada","USA/Can","USA/Can","no","yes","Lake Whitefish","Salmonidae","Salmoniformes","Actinopteri","Actinopteri","otoliths","sagittae","cracked (then burnt)",1,25,"20",24,"20-30","within",3,"3+","3",292,"200-399",NA,NA,NA,6.19,6.29,1.83896107071235,6.19,6.29,1.83896107071235,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"yes","Other"
"zhu_comparison_2015",2015,"Canada","USA/Can","USA/Can","no","yes","Lake Whitefish","Salmonidae","Salmoniformes","Actinopteri","Actinopteri","scales",NA,"pressed",1,20,"20",19,"10-20","within",3,"3+","3",292,"200-399",NA,NA,NA,7.27,7.37,1.99741770620125,7.27,7.37,1.99741770620125,"yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,"yes","None"
"zymonas_comparison_2009",2009,"USA","USA/Can","USA/Can","no","no","Bull Trout","Esocidae","Esociformes","Actinopteri","Actinopteri","finrays","pelvic","sectioned",0,10,"10",10,"10-20","within",2,"2","2",740,"400+",NA,NA,NA,3.4,3.5,1.25276296849537,3.4,3.5,1.25276296849537,"yes","yes","no",87,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"zymonas_comparison_2009",2009,"USA","USA/Can","USA/Can","no","no","Bull Trout","Esocidae","Esociformes","Actinopteri","Actinopteri","otoliths","sagittae","sectioned",1,10,"10",9,"0-10","within",2,"2","2",25,"1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no","no",88,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"zymonas_comparison_2009",2009,"USA","USA/Can","USA/Can","no","no","Bull Trout","Esocidae","Esociformes","Actinopteri","Actinopteri","scales",NA,"pressed",0,NA,NA,NA,NA,"within",2,"2","2",175,"51-199",NA,NA,NA,7.4,7.5,2.01490302054226,7.4,7.5,2.01490302054226,"yes","yes","no",68,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
"phomikong_preliminary_2019",2019,"Thailand","Asia","Eur/Asia","no","no","Giant Freshwater Stingray","Dasyatidae","Myliobatiformes","Elasmobranchii","Elasmobranchii","vertebrae",NA,"sectioned",0,12,"10",12,"10-20","between",3,"3+","3",71,"51-199",2.2,2.3,0.832909122935104,2.9,3,1.09861228866811,2.9,3,1.09861228866811,"yes","yes","yes",69.23,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,"no",NA
